"Project Code","Station ID","Sample ID","First Trigger Date","Collection_Date","Sample Type New","Collection Method","Depth","Depth Unit","Matrix","Test Number","Test Name","Storet Code","Method","Measure Date","Value","Sigfig Value","Uncertainty","MDL","PQL","RDL","Units","Remark Code","Flag","Receive Date","LIMS Number","Source","Owner","Validation Level","Validator","Sampling Purpose","Data Investigation","T Depth","Upper Depth","Lower Depth","DCS(METERS)","Sample Type","QC Type","Discharge","Up/Down Stream","Weather Code","Program Type","NDEC","Sample Comments","Result Comments"
"ENP","S174","P14874-9","","04-JUN-2003 12:15","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","06-JUN-2003 14:48",".007","0.007","",".002","","0.0020","mg/L","I","","05-JUN-2003 08:31","L22390-9","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P14875-9","","18-JUN-2003 12:40","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","23-JUN-2003 11:30",".008","0.008","",".002","","0.0020","mg/L","","","19-JUN-2003 07:39","L22491-9","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","Transferred from hydrolab calibration log book #11.",""
"ENP","S174","P14861-12","","02-JUL-2003 12:35","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","14-JUL-2003 10:31",".006","0.006","",".002","","0.0020","mg/L","I","","03-JUL-2003 08:03","L22599-9","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P15847-11","","16-JUL-2003 12:33","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","22-JUL-2003 09:41",".007","0.007","",".002","","0.0020","mg/L","I","","17-JUL-2003 07:19","L22702-9","WMD","WMD","","","","","","","","","0","","2","1","3","MON","3","",""
"ENP","S174","P15848-11","","30-JUL-2003 11:55","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","04-AUG-2003 10:31",".01","0.010","",".002","","0.0020","mg/L","","","31-JUL-2003 07:37","L22811-8","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P14876-9","","13-AUG-2003 12:10","SAMP","G","1.00","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","18-AUG-2003 11:12",".006","0.006","",".002","","0.0020","mg/L","I","","14-AUG-2003 08:12","L22924-9","WMD","WMD","","","","","","","","","0","","2","1","4","MON","3","",""
"ENP","S174","P14877-9","","27-AUG-2003 12:50","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","04-SEP-2003 15:09",".006","0.006","",".002","","0.0020","mg/L","I","","28-AUG-2003 08:40","L23047-9","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P16538-10","","10-SEP-2003 11:30","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","16-SEP-2003 14:44",".007","0.007","",".002","","0.0020","mg/L","I","","11-SEP-2003 08:24","L23148-10","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P16531-5","","17-SEP-2003 11:15","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","24-SEP-2003 10:41",".006","0.006","",".002","","0.0020","mg/L","I","","18-SEP-2003 08:15","L23199-4","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P16872-10","","24-SEP-2003 13:05","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","01-OCT-2003 12:26",".004","0.004","",".002","","0.0020","mg/L","I","","25-SEP-2003 08:14","L23257-9","WMD","WMD","","","","","","","","","0","","2","1","4","MON","3","",""
"ENP","S174","P16766-5","","01-OCT-2003 11:05","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","07-OCT-2003 11:37",".006","0.006","",".002","","0.0020","mg/L","I","","02-OCT-2003 08:27","L23311-4","WMD","WMD","","","","","","","","","0","","2","1","3","MON","3","",""
"ENP","S174","P16874-11","","08-OCT-2003 13:20","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","15-OCT-2003 14:49",".007","0.007","",".002","","0.0020","mg/L","I","","09-OCT-2003 08:29","L23369-9","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P16764-5","","15-OCT-2003 11:55","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","22-OCT-2003 10:07",".004","0.004","",".002","","0.0020","mg/L","I","","16-OCT-2003 08:32","L23438-4","WMD","WMD","","","","","","","","","0","","2","1","3","MON","3","",""
"ENP","S174","P16873-11","","22-OCT-2003 13:35","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","28-OCT-2003 10:46",".005","0.005","",".002","","0.0020","mg/L","I","","23-OCT-2003 08:20","L23471-9","WMD","WMD","","","","","","","","","0","","2","1","1","MON","3","",""
"ENP","S174","P17118-5","","29-OCT-2003 12:05","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","04-NOV-2003 16:55",".007","0.007","",".002","","0.0020","mg/L","I","","30-OCT-2003 08:25","L23517-4","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P17419-10","","05-NOV-2003 11:38","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","18-NOV-2003 08:11",".034","0.034","",".002","","0.0020","mg/L","","","06-NOV-2003 08:33","L23560-9","WMD","WMD","","","","","","","","","0","","2","1","5","MON","3","",""
"ENP","S174","P17119-5","","12-NOV-2003 12:05","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","20-NOV-2003 13:03",".007","0.007","",".002","","0.0020","mg/L","I","","13-NOV-2003 08:06","L23597-4","WMD","WMD","","","","","","","","","0","","2","1","3","MON","3","FCEB done on P16767-10",""
"ENP","S174","P16871-10","","19-NOV-2003 11:45","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","24-NOV-2003 12:17",".007","0.007","",".002","","0.0020","mg/L","I","","20-NOV-2003 08:37","L23657-9","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P17126-5","","26-NOV-2003 11:55","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","04-DEC-2003 14:45",".008","0.008","",".002","","0.0020","mg/L","","","03-DEC-2003 08:33","L23713-4","WMD","WMD","","","","","","","","","0","","0","1","0","MON","3","",""
"ENP","S174","P17568-10","","03-DEC-2003 12:00","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","05-DEC-2003 12:49",".006","0.006","",".002","","0.0020","mg/L","I","","04-DEC-2003 08:17","L23728-9","WMD","WMD","","","","","","","","","0","","2","1","3","MON","3","",""
"ENP","S174","P17127-5","","10-DEC-2003 11:25","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","16-DEC-2003 09:44",".008","0.008","",".002","","0.0020","mg/L","","","11-DEC-2003 08:20","L23774-4","WMD","WMD","","","","","","","","","0","","2","1","6","MON","3","",""
"ENP","S174","P17609-10","","17-DEC-2003 12:10","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","22-DEC-2003 12:07",".007","0.007","",".002","","0.0020","mg/L","I","","18-DEC-2003 08:35","L23822-9","WMD","WMD","","","","","","","","","0","","2","1","4","MON","3","",""
"ENP","S174","P17611-5","","24-DEC-2003 11:45","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","08-JAN-2004 13:24",".006","0.006","",".002","","0.0020","mg/L","I","","30-DEC-2003 08:29","L23880-4","WMD","WMD","","","","","","","","","0","","2","1","3","MON","3","",""
"ENP","S174","P17740-10","","29-DEC-2003 12:50","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","07-JAN-2004 15:48",".004","0.004","",".002","","0.0020","mg/L","I","","30-DEC-2003 08:30","L23876-9","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P17612-5","","07-JAN-2004 11:20","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","13-JAN-2004 08:28",".007","0.007","",".002","","0.0020","mg/L","I","","08-JAN-2004 08:44","L23947-4","WMD","WMD","","","","","","","","","0","","2","1","1","MON","3","",""
"ENP","S174","P17131-11","","14-JAN-2004 11:20","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","21-JAN-2004 11:43",".006","0.006","",".002","","0.0020","mg/L","I","","15-JAN-2004 08:27","L24001-9","WMD","WMD","","","","","","","","","0","","1","1","1","MON","3","",""
"ENP","S174","P17613-5","","21-JAN-2004 11:30","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","26-JAN-2004 12:20",".006","0.006","",".002","","0.0020","mg/L","I","","22-JAN-2004 08:22","L24044-5","WMD","WMD","","","","","","","","","0","","1","1","1","MON","3","",""
"ENP","S174","P17610-11","","28-JAN-2004 12:45","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","02-FEB-2004 09:27",".006","0.006","",".002","","0.0020","mg/L","I","","29-JAN-2004 08:54","L24092-9","WMD","WMD","","","","","","","","","0","","1","1","1","MON","3","",""
"ENP","S174","P17742-5","","04-FEB-2004 11:15","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","06-FEB-2004 14:52",".008","0.008","",".002","","0.0020","mg/L","","","05-FEB-2004 08:39","L24146-4","WMD","WMD","","","","","","","","","0","","2","1","1","MON","3","",""
"ENP","S174","P17906-10","","11-FEB-2004 11:10","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","23-FEB-2004 10:01",".006","0.006","",".002","","0.0020","mg/L","I","","12-FEB-2004 08:30","L24194-9","WMD","WMD","","","","","","","","","0","","2","1","1","MON","3","",""
"ENP","S174","P17925-5","","19-FEB-2004 10:00","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","26-FEB-2004 11:48",".006","0.006","",".002","","0.0020","mg/L","I","","20-FEB-2004 08:41","L24245-4","WMD","WMD","","","","","","","","","0","","2","1","1","MON","3","",""
"ENP","S174","P17907-10","","25-FEB-2004 12:30","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","02-MAR-2004 15:08",".007","0.007","",".002","","0.0020","mg/L","I","","26-FEB-2004 08:38","L24280-9","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P17926-5","","03-MAR-2004 11:10","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","10-MAR-2004 09:44",".005","0.005","",".002","","0.0020","mg/L","I","","04-MAR-2004 08:57","L24328-4","WMD","WMD","","","","","","","","","0","","2","1","3","MON","3","",""
"ENP","S174","P17916-10","","10-MAR-2004 11:35","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","16-MAR-2004 10:05",".006","0.006","",".002","","0.0020","mg/L","I","","11-MAR-2004 08:28","L24367-9","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P17927-5","","17-MAR-2004 11:10","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","24-MAR-2004 08:59",".006","0.006","",".002","","0.0020","mg/L","I","","18-MAR-2004 08:47","L24418-5","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P17917-10","","24-MAR-2004 12:35","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","30-MAR-2004 10:05",".006","0.006","",".002","","0.0020","mg/L","I","","25-MAR-2004 09:00","L24458-10","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P17928-5","","31-MAR-2004 11:00","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","06-APR-2004 09:48",".006","0.006","",".002","","0.0020","mg/L","I","","01-APR-2004 09:43","L24507-5","WMD","WMD","","","","","","","","","0","","1","1","1","MON","3","",""
"ENP","S174","P17945-11","","07-APR-2004 14:30","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","09-APR-2004 12:31",".006","0.006","",".002","","0.0020","mg/L","I","","08-APR-2004 09:02","L24547-11","WMD","WMD","","","","","","","","","0","","1","1","2","MON","3","",""
"ENP","S174","P17929-5","","14-APR-2004 11:35","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","19-APR-2004 11:42",".006","0.006","",".002","","0.0020","mg/L","I","","15-APR-2004 09:11","L24592-5","WMD","WMD","","","","","","","","","0","","2","1","1","MON","3","",""
"ENP","S174","P17948-11","","21-APR-2004 11:43","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","23-APR-2004 12:49",".005","0.005","",".002","","0.0020","mg/L","I","","22-APR-2004 08:21","L24636-10","WMD","WMD","","","","","","","","","0","","1","1","2","MON","3","",""
"ENP","S174","P17900-5","","28-APR-2004 11:35","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","30-APR-2004 10:45",".007","0.007","",".002","","0.0020","mg/L","I","","29-APR-2004 08:52","L24682-5","WMD","WMD","","","","","","","","","0","","2","1","4","MON","3","",""
"ENP","S174","P18926-10","","05-MAY-2004 11:20","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","07-MAY-2004 12:01",".009","0.009","",".002","","0.0020","mg/L","","","06-MAY-2004 08:58","L24723-10","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P18953-5","","12-MAY-2004 12:15","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","14-MAY-2004 12:04",".017","0.017","",".002","","0.0020","mg/L","","","13-MAY-2004 08:50","L24758-5","WMD","WMD","","","","","","","","","0","","2","1","4","MON","3","",""
"ENP","S174","P18927-10","","19-MAY-2004 12:15","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","25-MAY-2004 10:09",".01","0.010","",".002","","0.0020","mg/L","","","20-MAY-2004 08:41","L24800-10","WMD","WMD","","","","","","","","","0","","1","1","3","MON","3","",""
"ENP","S174","P18954-5","","26-MAY-2004 12:00","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","02-JUN-2004 11:52",".005","0.005","",".002","","0.0020","mg/L","I","","27-MAY-2004 08:33","L24845-5","WMD","WMD","","","","","","","","","0","","1","1","2","MON","3","",""
"ENP","S174","P18928-10","","02-JUN-2004 11:30","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","04-JUN-2004 14:08",".005","0.005","",".002","","0.0020","mg/L","I","","03-JUN-2004 08:28","L24875-10","WMD","WMD","","","","","","","","","0","","1","1","2","MON","3","",""
"ENP","S174","P18955-5","","09-JUN-2004 11:40","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","15-JUN-2004 11:00",".012","0.012","",".002","","0.0020","mg/L","","","10-JUN-2004 08:51","L24928-5","WMD","WMD","","","","","","","","","0","","1","1","3","MON","3","",""
"ENP","S174","P18929-10","","16-JUN-2004 12:20","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","21-JUN-2004 10:41",".009","0.009","",".002","","0.0020","mg/L","","","17-JUN-2004 09:00","L24980-10","WMD","WMD","","","","","","","","","0","","2","1","3","MON","3","",""
"ENP","S174","P18956-5","","23-JUN-2004 12:15","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","28-JUN-2004 10:13",".009","0.009","",".002","","0.0020","mg/L","","","24-JUN-2004 08:56","L25032-5","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P18930-10","","30-JUN-2004 12:40","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","08-JUL-2004 15:06",".016","0.016","",".002","","0.0020","mg/L","","","01-JUL-2004 09:25","L25084-10","WMD","WMD","","","","","","","","","0","","2","1","3","MON","3","",""
"ENP","S174","P18957-5","","07-JUL-2004 11:30","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","13-JUL-2004 08:23",".022","0.022","",".002","","0.0020","mg/L","","","08-JUL-2004 08:22","L25133-5","WMD","WMD","","","","","","","","","0","","1","1","1","MON","3","",""
"ENP","S174","P18936-11","","14-JUL-2004 13:15","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","20-JUL-2004 11:50",".022","0.022","",".002","","0.0020","mg/L","","","15-JUL-2004 08:38","L25187-10","WMD","WMD","","","","","","","","","0","","1","1","2","MON","3","",""
"ENP","S174","P18964-5","","21-JUL-2004 11:00","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","27-JUL-2004 10:09",".015","0.015","",".002","","0.0020","mg/L","","","22-JUL-2004 09:01","L25238-5","WMD","WMD","","","","","","","","","0","","2","1","3","MON","3","",""
"ENP","S174","P18937-11","","28-JUL-2004 12:35","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","03-AUG-2004 08:40",".018","0.018","",".002","","0.0020","mg/L","","","29-JUL-2004 08:36","L25286-11","WMD","WMD","","","","","","","","","0","","2","1","5","MON","3","",""
"ENP","S174","P18958-5","","04-AUG-2004 10:55","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","06-AUG-2004 14:49",".008","0.008","",".002","","0.0020","mg/L","","","05-AUG-2004 09:10","L25339-4","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P18931-10","","11-AUG-2004 11:52","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","17-AUG-2004 08:35",".007","0.007","",".002","","0.0020","mg/L","I","","12-AUG-2004 08:39","L25393-10","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
"ENP","S174","P18959-5","","18-AUG-2004 11:50","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","23-AUG-2004 09:33",".012","0.012","",".002","","0.0020","mg/L","","","19-AUG-2004 08:44","L25443-5","WMD","WMD","","","","","","","","","0","","2","1","6","MON","3","",""
"ENP","S174","P18932-10","","25-AUG-2004 11:50","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","31-AUG-2004 08:53",".006","0.006","",".002","","0.0020","mg/L","I","","26-AUG-2004 09:02","L25502-10","WMD","WMD","","","","","","","","","0","","2","1","3","MON","3","",""
"ENP","S174","P18933-10","","08-SEP-2004 13:30","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","21-SEP-2004 08:13",".005","0.005","",".002","","0.0020","mg/L","I","","09-SEP-2004 09:29","L25561-10","WMD","WMD","","","","","","","","","0","","2","1","3","MON","3","",""
"ENP","S174","P18934-10","","22-SEP-2004 11:50","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","07-OCT-2004 13:35",".006","0.006","",".002","","0.0020","mg/L","I","","23-SEP-2004 10:15","L25662-10","WMD","WMD","","","","","","","","","0","","2","1","3","MON","3","",""
"ENP","S174","P20468-11","","20-OCT-2004 13:25","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","01-NOV-2004 14:53",".006","0.006","",".002","","0.0020","mg/L","I","","21-OCT-2004 10:24","L25879-9","WMD","WMD","","","","","","","","","0","","2","1","3","MON","3","",""
"ENP","S174","P18935-10","","03-NOV-2004 12:50","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","665","SM4500PF","19-NOV-2004 12:51",".008","0.008","",".002","","0.0020","mg/L","","","04-NOV-2004 10:35","L25996-10","WMD","WMD","","","","","","","","","0","","2","1","2","MON","3","",""
